3523.0,485.0
393.0,3607.0
2851.0,1165.0
2529.0,1475.0
2776.0,1228.0
1748.0,2252.0
3353.0,653.0
3294.0,710.0
2590.0,1412.0
508.0,3492.0
423.0,3577.0
3163.0,837.0
2891.0,1109.0
555.0,3445.0
2268.0,1734.0
2192.0,1808.0
2148.0,1852.0
3215.0,791.0
2224.0,1776.0
3471.0,535.0
1692.0,2308.0
2494.0,1514.0
586.0,3414.0
1232.0,2768.0
625.0,3375.0
3437.0,567.0
2116.0,1884.0
1272.0,2728.0
2361.0,1639.0
3402.0,598.0
3040.0,960.0
2460.0,1548.0
735.0,3265.0
1602.0,2398.0
2663.0,1337.0
711.0,3289.0
3121.0,883.0
3077.0,923.0
3265.0,735.0
2633.0,1367.0
1096.0,2908.0
3239.0,763.0
3381.0,627.0
1654.0,2346.0
1624.0,2376.0
1155.0,2845.0
1328.0,2698.0
2300.0,1700.0
3514.0,494.0
1932.0,2078.0
2749.0,1251.0
776.0,3240.0
1204.0,2796.0
1190.0,2824.0
953.0,3047.0
2959.0,1057.0
1525.0,2475.0
2087.0,1917.0
3019.0,1003.0
1862.0,2138.0
1066.0,2952.0
913.0,3087.0
2389.0,1611.0
2044.0,1956.0
2433.0,1567.0
2689.0,1311.0
1131.0,2869.0
1508.0,2516.0
1895.0,2105.0
3132.0,868.0
2623.0,1403.0
964.0,3040.0
848.0,3180.0
1430.0,2570.0
1985.0,2023.0
997.0,3003.0
2330.0,1670.0
1570.0,2434.0
473.0,3527.0
1813.0,2187.0
1037.0,2963.0
1781.0,2219.0
815.0,3185.0
2069.0,1933.0
2741.0,1293.0
1005.0,2995.0
1348.0,2652.0
1676.0,2324.0
1110.0,2890.0
3067.0,937.0
680.0,3320.0
1411.0,2589.0
2925.0,1083.0
892.0,3108.0
1955.0,2045.0
2714.0,1296.0
1544.0,2456.0
1394.0,2606.0
1882.0,2118.0
