3713.0,293.0
525.0,3489.0
778.0,3222.0
707.0,3293.0
995.0,3005.0
1991.0,2009.0
1757.0,2265.0
2445.0,1555.0
3215.0,785.0
2842.0,1182.0
3415.0,593.0
2402.0,1600.0
1651.0,2351.0
1085.0,2923.0
1783.0,2217.0
2882.0,1118.0
3601.0,401.0
2484.0,1516.0
1928.0,2072.0
2133.0,1875.0
1051.0,2951.0
3186.0,830.0
3146.0,856.0
2576.0,1424.0
2921.0,1079.0
1143.0,2859.0
3261.0,741.0
572.0,3430.0
1823.0,2177.0
893.0,3109.0
3500.0,502.0
2768.0,1232.0
2625.0,1379.0
2974.0,1026.0
630.0,3392.0
2734.0,1266.0
3379.0,621.0
2230.0,1770.0
2807.0,1207.0
1699.0,2307.0
3529.0,471.0
3112.0,894.0
2676.0,1324.0
3648.0,352.0
3347.0,653.0
2703.0,1297.0
3320.0,680.0
1406.0,2594.0
809.0,3191.0
927.0,3073.0
860.0,3140.0
2037.0,1963.0
1607.0,2393.0
2554.0,1446.0
1210.0,2834.0
1444.0,2556.0
1358.0,2642.0
2305.0,1695.0
2169.0,1831.0
2642.0,1358.0
2326.0,1674.0
838.0,3168.0
3460.0,540.0
3668.0,348.0
3712.0,316.0
3067.0,933.0
3020.0,980.0
1220.0,2780.0
1580.0,2420.0
2274.0,1730.0
3568.0,448.0
3035.0,965.0
693.0,3329.0
1869.0,2131.0
662.0,3342.0
2099.0,1901.0
1686.0,2318.0
2994.0,1022.0
1863.0,2163.0
2016.0,1984.0
2072.0,1928.0
960.0,3040.0
2367.0,1633.0
1523.0,2487.0
1281.0,2731.0
1321.0,2679.0
3084.0,916.0
2258.0,1742.0
2360.0,1648.0
638.0,3366.0
2194.0,1806.0
3576.0,424.0
1485.0,2515.0
3462.0,538.0
2905.0,1095.0
1165.0,2835.0
1256.0,2748.0
2521.0,1479.0
2517.0,1485.0
3291.0,713.0
