83,76,43,85,105,90,99,94,97,72,94,52,92,98,93,99,98,79,77,73
-31,-87,-95,-81,-91,-61,50,-45,-89,-62,-99,-65,-80,-79,-50,-82,-88,-48,-78,-93
84,78,76,50,8,-83,90,85,75,-20,96,57,68,76,90,96,94,89,84,67
85,79,38,86,8,78,93,96,96,72,98,58,68,98,90,96,95,72,77,66
-32,-79,-91,-75,78,-71,53,-16,-47,91,-98,-54,-79,-79,-28,52,-74,-47,-81,-91
-36,79,-98,-65,61,5,46,91,95,-12,83,50,92,-74,63,89,88,68,80,74
-36,68,-95,-65,48,-61,36,-21,-69,54,-43,-38,-75,-76,-28,-34,-99,-47,-84,-41
82,76,42,86,77,90,91,96,97,62,46,54,94,97,92,89,98,78,81,74
-26,-54,100,-41,83,-69,45,70,104,-62,90,33,95,-17,-63,-92,97,56,31,80
-15,78,1,-98,71,79,46,85,87,71,81,59,83,78,92,-97,94,88,82,74
-31,90,63,-67,74,-69,-26,-15,-47,-13,-81,-57,-92,-79,-47,-69,-76,86,-66,-93
-32,-87,-95,-82,-91,-61,50,-12,-104,-62,-98,-59,-80,-79,-50,-68,-88,-49,-72,-93
93,-75,6,-42,75,-36,103,-20,85,88,62,-61,-70,91,-53,77,48,-46,90,-83
82,47,29,97,68,90,99,94,97,71,98,52,92,98,-15,99,96,73,28,73
88,77,-83,-80,73,26,102,-20,85,88,62,56,-70,97,-89,100,48,-45,76,-84
28,79,24,84,17,5,65,-41,96,-96,80,36,90,73,70,50,88,77,70,85
28,79,24,85,84,98,77,84,96,53,98,36,92,-14,71,51,88,76,84,74
83,79,41,67,-87,-78,-8,-10,-2,-69,96,-66,67,-76,77,77,-53,-46,84,71
-10,27,8,-87,100,-60,58,0,-78,-53,-79,-58,-80,17,-47,-74,-63,71,-64,-93
-10,27,8,-73,78,-60,58,0,-78,87,-79,-57,-48,17,-7,-97,-63,-50,-64,-93
-31,39,-95,-66,97,-61,-47,-37,-69,30,-43,-36,-76,12,-28,-34,-52,-37,-84,-33
-32,-87,-88,-79,-96,-61,50,-12,-104,-83,-98,-59,-82,-79,-50,-72,-39,-49,-66,-93
95,85,85,77,-87,-59,49,-15,91,63,-108,-25,90,-76,101,76,-53,-46,-38,73
45,80,-91,-42,-10,69,53,-12,63,75,42,53,91,-69,-58,94,-85,-42,53,-93
82,76,37,86,78,77,91,96,97,62,96,55,94,96,92,89,98,78,81,74
85,76,36,60,79,84,87,6,96,81,77,58,93,101,97,104,98,-48,90,73
-32,-87,-75,-80,-91,-61,53,-10,-93,-67,-98,-41,-80,61,-50,91,-84,-26,-79,-93
79,79,24,84,61,5,41,84,97,72,95,36,93,73,71,90,87,77,82,74
-30,-96,-95,-45,-87,-61,69,-12,-92,-61,-64,-66,-73,-78,61,-101,-88,-7,-69,86
-32,-87,-75,-82,-91,-61,52,-10,-98,-67,-98,-41,-80,61,-50,91,-88,-43,-80,-93
85,67,41,67,-87,-58,48,-10,-2,-61,-81,-66,55,-76,77,77,-53,-46,70,71
-10,-35,-37,36,59,50,43,66,-4,-62,99,-65,13,-15,26,-11,-71,73,69,61
-39,76,37,75,61,-85,42,84,35,73,98,54,-73,68,61,50,96,67,70,71
65,76,57,84,105,78,85,96,97,72,96,35,93,97,92,104,98,92,82,72
-52,-28,-72,-74,18,73,53,96,-98,55,37,57,4,-70,0,89,-89,22,43,80
83,79,67,86,8,-83,93,84,74,-19,13,-55,67,8,-11,70,-65,78,84,66
93,-75,6,71,74,-36,44,-20,85,-11,-37,-8,37,91,19,77,48,-46,90,-83
-10,92,8,-73,58,-84,93,0,-78,87,-44,-58,-48,17,-9,-94,-63,-50,-72,-90
80,76,35,-79,-16,-63,47,7,-102,62,94,52,23,96,88,101,83,76,81,77
-10,24,8,-73,78,-84,93,0,-78,87,-44,-58,-48,17,-8,-79,-63,-50,-65,-93
84,79,67,86,8,-83,93,85,75,-20,98,57,68,8,90,96,94,74,84,66
90,78,45,-98,16,79,46,96,87,71,81,52,83,78,92,104,94,88,82,74
-32,-87,42,-79,81,-61,50,0,95,-96,-98,-59,-73,-79,-49,-87,61,-49,-69,-93
88,76,6,-82,75,26,102,-20,85,88,62,52,-70,97,-89,98,48,-46,76,-84
-37,85,-90,-82,61,73,41,-16,-2,-6,-96,-59,-56,-77,39,-100,44,-49,-69,-89
-41,23,-90,-82,61,42,96,-16,-2,-8,-31,64,-56,-77,39,-75,44,-49,-55,-89
89,85,-89,36,58,-35,41,-16,-17,6,-98,57,98,87,-9,-95,-81,-47,-72,-91
-32,-79,-91,-75,-87,-61,53,-16,-47,-90,-98,-54,-95,-79,-28,-68,-76,-47,-81,-91
82,76,37,74,-28,77,91,86,-94,62,96,54,94,-14,71,89,97,78,78,74
85,77,43,76,10,-62,43,70,57,72,96,54,103,12,97,104,85,73,82,66
-36,-79,-101,67,-73,-53,53,10,2,-6,-32,-54,67,-79,-26,52,-68,-45,-81,-91
101,-54,101,-41,81,-73,49,70,104,-62,90,31,95,-20,-63,90,-43,56,66,80
-32,-87,-87,-82,-91,-61,50,-10,-105,-62,-101,60,-80,-79,-61,-68,-88,-33,-66,-93
0,80,-91,-42,76,-24,53,-12,63,67,47,55,-103,-69,-58,94,-85,-41,53,-93
83,76,65,85,98,103,98,87,97,72,94,57,92,98,92,-57,98,20,77,73
-29,-83,-66,-66,-102,-62,-47,-42,-17,-69,-42,-43,-74,8,-52,-29,-63,-47,-81,-88
-10,27,-90,-72,78,-60,58,0,-14,87,-75,-40,-55,16,37,-98,47,-50,-69,-89
-31,-101,-95,-75,-87,-61,53,-16,-47,-90,-43,-58,-76,-77,-28,-87,-88,-47,-58,-91
-30,76,43,-81,100,-80,47,7,59,-19,93,52,74,96,92,99,85,79,92,65
-35,-87,-95,-78,-91,-61,50,73,89,-62,-83,-65,-80,-79,-50,-82,-88,-63,-78,-93
-10,20,8,-73,78,50,93,0,-78,86,-48,59,-48,86,-8,-79,-76,-50,-54,61
89,16,-89,36,77,-35,40,-16,54,6,-98,57,98,87,-7,-79,-80,-46,67,-93
-36,-79,-91,67,78,-53,53,10,79,-6,-31,-54,65,-79,-19,52,-74,-47,-81,-91
-39,-49,6,77,-39,85,52,86,-94,-20,91,78,44,-23,47,-51,88,-35,-65,68
-32,76,41,-79,81,-61,50,0,92,-96,86,-59,-73,-79,63,-87,59,-49,-69,-93
85,67,-85,-81,-87,97,40,-10,-2,-57,-81,37,-53,-88,72,52,-53,-46,63,71
66,76,-92,84,63,-34,37,-16,84,86,57,50,89,97,97,105,48,-42,87,-84
74,76,8,-87,71,-82,85,-1,-97,-31,-42,-49,-97,-10,70,-79,92,68,-53,-95
-29,48,-70,-66,-87,-38,-47,-44,-17,-68,-43,-41,-74,-74,-53,-29,-54,-47,-81,-88
28,79,24,84,61,-4,41,85,96,-91,98,-70,95,73,84,50,89,68,72,-73
89,76,-92,-82,63,-55,37,-16,85,88,62,52,-56,97,97,98,48,-47,89,-84
-6,66,-87,-89,-56,-56,84,-17,95,54,76,-93,-98,-75,86,-33,-88,-43,72,59
28,79,24,84,61,5,41,84,96,-91,98,36,92,73,71,50,88,77,70,74
-36,-102,38,77,78,-16,50,92,-46,60,98,94,99,88,47,-106,88,77,-66,69
85,76,38,85,13,-53,49,87,88,-48,99,62,99,87,90,34,80,65,47,75
-46,77,41,67,3,-62,49,0,-67,-56,-93,62,100,-76,-31,64,-57,67,72,67
-32,-87,-95,-46,-101,-61,54,-12,-104,-64,-98,-59,-102,-79,-57,81,-85,-49,-71,-93
85,67,41,66,-87,97,47,-10,-2,-60,-81,37,56,77,77,76,-53,-46,70,71
