311.0,3699.0
3354.0,646.0
740.0,3260.0
451.0,3549.0
2768.0,1232.0
1221.0,2779.0
2706.0,1294.0
398.0,3602.0
1548.0,2460.0
961.0,3039.0
2615.0,1385.0
3312.0,696.0
1674.0,2332.0
532.0,3468.0
1497.0,2507.0
1020.0,2980.0
636.0,3364.0
1753.0,2247.0
2565.0,1435.0
2504.0,1496.0
2651.0,1349.0
3279.0,729.0
1624.0,2394.0
1784.0,2216.0
365.0,3635.0
577.0,3433.0
2942.0,1058.0
596.0,3404.0
2909.0,1093.0
2972.0,1028.0
1882.0,2118.0
1715.0,2285.0
1079.0,2921.0
342.0,3676.0
1856.0,2144.0
1273.0,2727.0
1581.0,2419.0
2418.0,1582.0
1184.0,2822.0
2446.0,1554.0
791.0,3209.0
670.0,3338.0
2682.0,1318.0
1416.0,2588.0
2485.0,1515.0
2302.0,1698.0
2093.0,1907.0
3242.0,758.0
820.0,3180.0
771.0,3243.0
2573.0,1429.0
1354.0,2658.0
3176.0,836.0
2030.0,1976.0
498.0,3508.0
3094.0,910.0
2372.0,1628.0
3203.0,799.0
1051.0,2949.0
3058.0,942.0
1983.0,2017.0
1916.0,2084.0
2337.0,1663.0
1693.0,2307.0
2229.0,1771.0
2059.0,1941.0
1152.0,2858.0
2179.0,1821.0
3002.0,998.0
1111.0,2889.0
1451.0,2549.0
2149.0,1851.0
860.0,3140.0
1317.0,2699.0
842.0,3158.0
1819.0,2181.0
3160.0,854.0
1472.0,2528.0
2802.0,1198.0
1951.0,2049.0
1321.0,2683.0
2117.0,1883.0
939.0,3063.0
3131.0,869.0
889.0,3125.0
1824.0,2176.0
503.0,3507.0
1368.0,2632.0
2852.0,1152.0
1279.0,2721.0
1121.0,2879.0
3047.0,953.0
2881.0,1119.0
930.0,3086.0
2346.0,1654.0
1171.0,2843.0
2058.0,1960.0
2001.0,1999.0
1033.0,2967.0
